scenario,method,metric,mean,std,n_total,n_valid,evidence_level,source_quality_note,suitable_for_main_text,suitable_for_supplement,metric_available,metric_group,preferred_axis_label,interpretation_direction
standard_moderate,single_shot_llm,selection_score,0.4513093130954481,0.05218703015243198,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,performance,Selection score,higher_is_better
standard_moderate,single_shot_llm,safety_capacity_index,0.7776720109913084,0.018525948281992697,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,performance,Safety capacity index,higher_is_better
standard_moderate,single_shot_llm,min_recovery_ratio,0.5928403900729285,0.051157376424206355,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_moderate,single_shot_llm,critical_load_recovery_ratio,0.7719367841879526,0.0017938395951406475,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_moderate,single_shot_llm,communication_recovery_ratio,0.6868152353498671,0.004092891088158898,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Communication recovery ratio,higher_is_better
standard_moderate,single_shot_llm,power_recovery_ratio,0.7930054797066582,0.04443728518786556,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Power recovery ratio,higher_is_better
standard_moderate,single_shot_llm,road_recovery_ratio,0.5928403900729285,0.051157376424206355,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Road recovery ratio,higher_is_better
standard_moderate,single_shot_llm,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,safety,Constraint violation rate,lower_is_better
standard_moderate,single_shot_llm,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,safety,Invalid action rate,lower_is_better
standard_moderate,single_shot_llm,wait_hold_usage_eval,0.1900534334186865,0.017342429416706204,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Wait-hold usage,lower_is_better
standard_moderate,single_shot_llm,mean_progress_delta_eval,0.002238789176239986,0.00014680496160040846,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Mean progress delta,higher_is_better
standard_moderate,single_shot_llm,eval_success_rate,0.2222222222222222,0.15713484026367722,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Evaluation success rate,higher_is_better
standard_moderate,full_outer_loop,selection_score,0.40245188633380113,0.06249886241866282,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,performance,Selection score,higher_is_better
standard_moderate,full_outer_loop,safety_capacity_index,0.8011533874604437,0.008872575700850694,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,performance,Safety capacity index,higher_is_better
standard_moderate,full_outer_loop,min_recovery_ratio,0.6503631704383426,0.014845065613100039,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_moderate,full_outer_loop,critical_load_recovery_ratio,0.7815036508772109,0.015086617934869723,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_moderate,full_outer_loop,communication_recovery_ratio,0.6807284984323714,0.01980322951826376,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Communication recovery ratio,higher_is_better
standard_moderate,full_outer_loop,power_recovery_ratio,0.7494093411498599,0.01815438796123204,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Power recovery ratio,higher_is_better
standard_moderate,full_outer_loop,road_recovery_ratio,0.6605303552415636,0.023198608612855855,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,recovery,Road recovery ratio,higher_is_better
standard_moderate,full_outer_loop,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,safety,Constraint violation rate,lower_is_better
standard_moderate,full_outer_loop,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,safety,Invalid action rate,lower_is_better
standard_moderate,full_outer_loop,wait_hold_usage_eval,0.1797782874617737,0.01568884212418331,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Wait-hold usage,lower_is_better
standard_moderate,full_outer_loop,mean_progress_delta_eval,0.0022242837679133844,0.00020701042803670662,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Mean progress delta,higher_is_better
standard_moderate,full_outer_loop,eval_success_rate,0.1111111111111111,0.15713484026367722,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,True,True,True,process,Evaluation success rate,higher_is_better
resource_moderate,baseline_rl,selection_score,0.23488792741740194,0.018043050567366603,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,performance,Selection score,higher_is_better
resource_moderate,baseline_rl,safety_capacity_index,0.667306441101763,0.014274875230980663,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,performance,Safety capacity index,higher_is_better
resource_moderate,baseline_rl,min_recovery_ratio,0.4317491551240285,0.027844072460850775,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
resource_moderate,baseline_rl,critical_load_recovery_ratio,0.6557930575476753,0.047580604935110606,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
resource_moderate,baseline_rl,communication_recovery_ratio,0.4888813743988673,0.025130950532914073,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Communication recovery ratio,higher_is_better
resource_moderate,baseline_rl,power_recovery_ratio,0.5712009933259752,0.021353945831555834,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Power recovery ratio,higher_is_better
resource_moderate,baseline_rl,road_recovery_ratio,0.43367836707168156,0.03057141134363043,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Road recovery ratio,higher_is_better
resource_moderate,baseline_rl,constraint_violation_rate_eval,0.044444444444444446,0.0628539361054709,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,safety,Constraint violation rate,lower_is_better
resource_moderate,baseline_rl,invalid_action_rate_eval,0.044444444444444446,0.0628539361054709,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,safety,Invalid action rate,lower_is_better
resource_moderate,baseline_rl,wait_hold_usage_eval,0.25925925925925924,0.15108205966200844,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Wait-hold usage,lower_is_better
resource_moderate,baseline_rl,mean_progress_delta_eval,0.001817344515411942,0.00043797571090670027,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Mean progress delta,higher_is_better
resource_moderate,baseline_rl,eval_success_rate,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Evaluation success rate,higher_is_better
resource_moderate,single_shot_llm,selection_score,0.347684278100729,0.0009931709269682676,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,performance,Selection score,higher_is_better
resource_moderate,single_shot_llm,safety_capacity_index,0.8274523310363293,0.0013934992253780143,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,performance,Safety capacity index,higher_is_better
resource_moderate,single_shot_llm,min_recovery_ratio,0.5891419351100922,5.25216261545447e-05,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
resource_moderate,single_shot_llm,critical_load_recovery_ratio,0.9178647249937057,0.003928904732068417,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
resource_moderate,single_shot_llm,communication_recovery_ratio,0.6360372255245844,5.252659320831299e-05,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,recovery,Communication recovery ratio,higher_is_better
resource_moderate,single_shot_llm,power_recovery_ratio,0.8164931237697601,0.0007077554861704138,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,recovery,Power recovery ratio,higher_is_better
resource_moderate,single_shot_llm,road_recovery_ratio,0.5891419351100922,5.25216261545447e-05,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,recovery,Road recovery ratio,higher_is_better
resource_moderate,single_shot_llm,constraint_violation_rate_eval,0.0,0.0,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,safety,Constraint violation rate,lower_is_better
resource_moderate,single_shot_llm,invalid_action_rate_eval,0.0,0.0,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,safety,Invalid action rate,lower_is_better
resource_moderate,single_shot_llm,wait_hold_usage_eval,0.35,0.0,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,process,Wait-hold usage,lower_is_better
resource_moderate,single_shot_llm,mean_progress_delta_eval,0.004871372878551484,5.505234003066756e-06,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,process,Mean progress delta,higher_is_better
resource_moderate,single_shot_llm,eval_success_rate,0.0,0.0,3,2,valid_seed_n2,3 seeds attempted; seed42 is sentinel-invalid and excluded from valid means.,False,True,True,process,Evaluation success rate,higher_is_better
resource_moderate,full_outer_loop,selection_score,0.26086497941723574,0.01714745055373688,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,performance,Selection score,higher_is_better
resource_moderate,full_outer_loop,safety_capacity_index,0.6968428043855561,0.025076893966660393,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,performance,Safety capacity index,higher_is_better
resource_moderate,full_outer_loop,min_recovery_ratio,0.45675336983468795,0.01888038560304965,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
resource_moderate,full_outer_loop,critical_load_recovery_ratio,0.6770832141240438,0.054937046120118425,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
resource_moderate,full_outer_loop,communication_recovery_ratio,0.5065277698967192,0.0250775118428254,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Communication recovery ratio,higher_is_better
resource_moderate,full_outer_loop,power_recovery_ratio,0.5815619462066226,0.047044101304774225,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Power recovery ratio,higher_is_better
resource_moderate,full_outer_loop,road_recovery_ratio,0.4642014569706387,0.026101577483967665,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,recovery,Road recovery ratio,higher_is_better
resource_moderate,full_outer_loop,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,safety,Constraint violation rate,lower_is_better
resource_moderate,full_outer_loop,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,safety,Invalid action rate,lower_is_better
resource_moderate,full_outer_loop,wait_hold_usage_eval,0.3592592592592593,0.1801538741780046,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Wait-hold usage,lower_is_better
resource_moderate,full_outer_loop,mean_progress_delta_eval,0.0030437739910902798,0.0012430428979861375,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Mean progress delta,higher_is_better
resource_moderate,full_outer_loop,eval_success_rate,0.0,0.0,3,3,per_seed_n3,Complete 3-seed per-seed evidence.,False,True,True,process,Evaluation success rate,higher_is_better
resource_moderate,ablation_fixed_global,selection_score,0.34349390505419836,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Selection score,higher_is_better
resource_moderate,ablation_fixed_global,safety_capacity_index,0.8216001032127275,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Safety capacity index,higher_is_better
resource_moderate,ablation_fixed_global,min_recovery_ratio,0.5891944567362467,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
resource_moderate,ablation_fixed_global,critical_load_recovery_ratio,0.9010915524429746,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
resource_moderate,ablation_fixed_global,communication_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Communication recovery ratio,unavailable
resource_moderate,ablation_fixed_global,power_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Power recovery ratio,unavailable
resource_moderate,ablation_fixed_global,road_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Road recovery ratio,unavailable
resource_moderate,ablation_fixed_global,constraint_violation_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Constraint violation rate,lower_is_better
resource_moderate,ablation_fixed_global,invalid_action_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Invalid action rate,lower_is_better
resource_moderate,ablation_fixed_global,wait_hold_usage_eval,0.3499999999999999,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Wait-hold usage,lower_is_better
resource_moderate,ablation_fixed_global,mean_progress_delta_eval,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,process,Mean progress delta,unavailable
resource_moderate,ablation_fixed_global,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Evaluation success rate,higher_is_better
standard_severe,baseline_rl,selection_score,0.3132951339540027,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Selection score,higher_is_better
standard_severe,baseline_rl,safety_capacity_index,0.7785239409738117,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Safety capacity index,higher_is_better
standard_severe,baseline_rl,min_recovery_ratio,0.5867565506034428,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_severe,baseline_rl,critical_load_recovery_ratio,0.8495023283693525,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_severe,baseline_rl,communication_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Communication recovery ratio,unavailable
standard_severe,baseline_rl,power_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Power recovery ratio,unavailable
standard_severe,baseline_rl,road_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Road recovery ratio,unavailable
standard_severe,baseline_rl,constraint_violation_rate_eval,0.08055555555555556,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Constraint violation rate,lower_is_better
standard_severe,baseline_rl,invalid_action_rate_eval,0.08055555555555556,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Invalid action rate,lower_is_better
standard_severe,baseline_rl,wait_hold_usage_eval,0.2555555555555556,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Wait-hold usage,lower_is_better
standard_severe,baseline_rl,mean_progress_delta_eval,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,process,Mean progress delta,unavailable
standard_severe,baseline_rl,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Evaluation success rate,higher_is_better
standard_severe,single_shot_llm,selection_score,0.4190325405041595,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Selection score,higher_is_better
standard_severe,single_shot_llm,safety_capacity_index,0.8206705022189352,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Safety capacity index,higher_is_better
standard_severe,single_shot_llm,min_recovery_ratio,0.6191268596384261,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_severe,single_shot_llm,critical_load_recovery_ratio,0.8685031467013888,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_severe,single_shot_llm,communication_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Communication recovery ratio,unavailable
standard_severe,single_shot_llm,power_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Power recovery ratio,unavailable
standard_severe,single_shot_llm,road_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Road recovery ratio,unavailable
standard_severe,single_shot_llm,constraint_violation_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Constraint violation rate,lower_is_better
standard_severe,single_shot_llm,invalid_action_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Invalid action rate,lower_is_better
standard_severe,single_shot_llm,wait_hold_usage_eval,0.2634132502776571,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Wait-hold usage,lower_is_better
standard_severe,single_shot_llm,mean_progress_delta_eval,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,process,Mean progress delta,unavailable
standard_severe,single_shot_llm,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Evaluation success rate,higher_is_better
standard_severe,full_outer_loop,selection_score,0.33977358437246746,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Selection score,higher_is_better
standard_severe,full_outer_loop,safety_capacity_index,0.8183892533183098,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Safety capacity index,higher_is_better
standard_severe,full_outer_loop,min_recovery_ratio,0.6171037091149224,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_severe,full_outer_loop,critical_load_recovery_ratio,0.8640084432231054,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_severe,full_outer_loop,communication_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Communication recovery ratio,unavailable
standard_severe,full_outer_loop,power_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Power recovery ratio,unavailable
standard_severe,full_outer_loop,road_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Road recovery ratio,unavailable
standard_severe,full_outer_loop,constraint_violation_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Constraint violation rate,lower_is_better
standard_severe,full_outer_loop,invalid_action_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Invalid action rate,lower_is_better
standard_severe,full_outer_loop,wait_hold_usage_eval,0.2555555555555556,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Wait-hold usage,lower_is_better
standard_severe,full_outer_loop,mean_progress_delta_eval,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,process,Mean progress delta,unavailable
standard_severe,full_outer_loop,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Evaluation success rate,higher_is_better
standard_severe,ablation_fixed_global,selection_score,0.4330827749505773,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Selection score,higher_is_better
standard_severe,ablation_fixed_global,safety_capacity_index,0.8249259122543865,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,performance,Safety capacity index,higher_is_better
standard_severe,ablation_fixed_global,min_recovery_ratio,0.6227408614423541,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Minimum recovery ratio,higher_is_better
standard_severe,ablation_fixed_global,critical_load_recovery_ratio,0.8770474592844645,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,recovery,Critical-load recovery ratio,higher_is_better
standard_severe,ablation_fixed_global,communication_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Communication recovery ratio,unavailable
standard_severe,ablation_fixed_global,power_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Power recovery ratio,unavailable
standard_severe,ablation_fixed_global,road_recovery_ratio,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,recovery,Road recovery ratio,unavailable
standard_severe,ablation_fixed_global,constraint_violation_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Constraint violation rate,lower_is_better
standard_severe,ablation_fixed_global,invalid_action_rate_eval,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,safety,Invalid action rate,lower_is_better
standard_severe,ablation_fixed_global,wait_hold_usage_eval,0.2627492877492878,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Wait-hold usage,lower_is_better
standard_severe,ablation_fixed_global,mean_progress_delta_eval,,,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,False,process,Mean progress delta,unavailable
standard_severe,ablation_fixed_global,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,True,process,Evaluation success rate,higher_is_better
