scenario,method,metric,mean,std,n_total,n_valid,evidence_level,source_quality_note,suitable_for_main_text,suitable_for_supplement,metric_available,metric_group,preferred_axis_label,interpretation_direction
standard_moderate,single_shot_llm,critical_load_recovery_ratio,0.8603850040170882,0.018714039364904095,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_moderate,single_shot_llm,communication_recovery_ratio,0.6851730379793379,0.01840184319374752,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_moderate,single_shot_llm,power_recovery_ratio,0.8531053264935812,0.03932370431217573,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,power_recovery_ratio,higher_is_better
standard_moderate,single_shot_llm,road_recovery_ratio,0.6417174504862891,0.03249999559481115,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,road_recovery_ratio,higher_is_better
standard_moderate,single_shot_llm,constraint_violation_rate_eval,0.2699329728854059,0.07304229567895808,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_moderate,single_shot_llm,invalid_action_rate_eval,0.2699329728854059,0.07304229567895808,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_moderate,single_shot_llm,wait_hold_usage_eval,0.15216080721821565,0.03689844471240135,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,wait_hold_usage_eval,lower_is_better
standard_moderate,single_shot_llm,mean_progress_delta_eval,0.003673909863367699,0.0004806715937127673,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,mean_progress_delta_eval,higher_is_better
standard_moderate,single_shot_llm,eval_success_rate,0.3333333333333333,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,eval_success_rate,higher_is_better
standard_moderate,full_outer_loop,selection_score,0.3973592908746681,0.02211554372919368,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,performance,selection_score,higher_is_better
standard_moderate,full_outer_loop,safety_capacity_index,0.7469586929495949,0.017662693610155163,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,performance,safety_capacity_index,higher_is_better
standard_moderate,full_outer_loop,min_recovery_ratio,0.6431226697232988,0.03128672718601896,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,min_recovery_ratio,higher_is_better
standard_moderate,full_outer_loop,critical_load_recovery_ratio,0.8553603324625227,0.012490267209657808,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_moderate,full_outer_loop,communication_recovery_ratio,0.6810442937744988,0.021588298536141838,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_moderate,full_outer_loop,power_recovery_ratio,0.8503109481599596,0.035430604540055394,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,power_recovery_ratio,higher_is_better
standard_moderate,full_outer_loop,road_recovery_ratio,0.6431226697232988,0.03128672718601896,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,recovery,road_recovery_ratio,higher_is_better
standard_moderate,full_outer_loop,constraint_violation_rate_eval,0.25836785938480855,0.08138388730222816,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_moderate,full_outer_loop,invalid_action_rate_eval,0.25836785938480855,0.08138388730222816,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_moderate,full_outer_loop,wait_hold_usage_eval,0.15315756434400501,0.03729435335724367,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,wait_hold_usage_eval,lower_is_better
standard_moderate,full_outer_loop,mean_progress_delta_eval,0.0036074841051736604,0.0005333954670049977,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,mean_progress_delta_eval,higher_is_better
standard_moderate,full_outer_loop,eval_success_rate,0.3333333333333333,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,True,True,True,process,eval_success_rate,higher_is_better
resource_moderate,baseline_rl,selection_score,0.23488792741740194,0.018043050567366603,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
resource_moderate,baseline_rl,safety_capacity_index,0.667306441101763,0.014274875230980663,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
resource_moderate,baseline_rl,min_recovery_ratio,0.4317491551240285,0.027844072460850775,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
resource_moderate,baseline_rl,critical_load_recovery_ratio,0.6557930575476753,0.047580604935110606,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
resource_moderate,baseline_rl,communication_recovery_ratio,0.4888813743988673,0.025130950532914073,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
resource_moderate,baseline_rl,power_recovery_ratio,0.5712009933259752,0.021353945831555834,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
resource_moderate,baseline_rl,road_recovery_ratio,0.43367836707168156,0.03057141134363043,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
resource_moderate,baseline_rl,constraint_violation_rate_eval,0.044444444444444446,0.0628539361054709,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
resource_moderate,baseline_rl,invalid_action_rate_eval,0.044444444444444446,0.0628539361054709,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
resource_moderate,baseline_rl,wait_hold_usage_eval,0.25925925925925924,0.15108205966200844,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
resource_moderate,baseline_rl,mean_progress_delta_eval,0.001817344515411942,0.00043797571090670027,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
resource_moderate,baseline_rl,eval_success_rate,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
resource_moderate,single_shot_llm,selection_score,0.27880183049484536,0.047520067981274915,3,3,per_seed_n3,seed42 repaired and included,False,True,True,performance,selection_score,higher_is_better
resource_moderate,single_shot_llm,safety_capacity_index,0.7233731885751089,0.07184868254688528,3,3,per_seed_n3,seed42 repaired and included,False,True,True,performance,safety_capacity_index,higher_is_better
resource_moderate,single_shot_llm,min_recovery_ratio,0.47679467664824593,0.07985496561511693,3,3,per_seed_n3,seed42 repaired and included,False,True,True,recovery,min_recovery_ratio,higher_is_better
resource_moderate,single_shot_llm,critical_load_recovery_ratio,0.7328430049949223,0.12799441505074313,3,3,per_seed_n3,seed42 repaired and included,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
resource_moderate,single_shot_llm,communication_recovery_ratio,0.544346433546808,0.0686119404624879,3,3,per_seed_n3,seed42 repaired and included,False,True,True,recovery,communication_recovery_ratio,higher_is_better
resource_moderate,single_shot_llm,power_recovery_ratio,0.6508694986502329,0.11462840246533948,3,3,per_seed_n3,seed42 repaired and included,False,True,True,recovery,power_recovery_ratio,higher_is_better
resource_moderate,single_shot_llm,road_recovery_ratio,0.47679467664824593,0.07985496561511693,3,3,per_seed_n3,seed42 repaired and included,False,True,True,recovery,road_recovery_ratio,higher_is_better
resource_moderate,single_shot_llm,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,seed42 repaired and included,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
resource_moderate,single_shot_llm,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,seed42 repaired and included,False,True,True,safety,invalid_action_rate_eval,lower_is_better
resource_moderate,single_shot_llm,wait_hold_usage_eval,0.40925925925925927,0.14672931695955785,3,3,per_seed_n3,seed42 repaired and included,False,True,True,process,wait_hold_usage_eval,lower_is_better
resource_moderate,single_shot_llm,mean_progress_delta_eval,0.0029017989558202248,0.0013312171652436005,3,3,per_seed_n3,seed42 repaired and included,False,True,True,process,mean_progress_delta_eval,higher_is_better
resource_moderate,single_shot_llm,eval_success_rate,0.0,0.0,3,3,per_seed_n3,seed42 repaired and included,False,True,True,process,eval_success_rate,higher_is_better
resource_moderate,full_outer_loop,selection_score,0.26086497941723574,0.01714745055373688,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
resource_moderate,full_outer_loop,safety_capacity_index,0.6968428043855561,0.025076893966660393,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
resource_moderate,full_outer_loop,min_recovery_ratio,0.45675336983468795,0.01888038560304965,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
resource_moderate,full_outer_loop,critical_load_recovery_ratio,0.6770832141240438,0.054937046120118425,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
resource_moderate,full_outer_loop,communication_recovery_ratio,0.5065277698967192,0.0250775118428254,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
resource_moderate,full_outer_loop,power_recovery_ratio,0.5815619462066226,0.047044101304774225,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
resource_moderate,full_outer_loop,road_recovery_ratio,0.4642014569706387,0.026101577483967665,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
resource_moderate,full_outer_loop,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
resource_moderate,full_outer_loop,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
resource_moderate,full_outer_loop,wait_hold_usage_eval,0.3592592592592593,0.1801538741780046,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
resource_moderate,full_outer_loop,mean_progress_delta_eval,0.0030437739910902798,0.0012430428979861375,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
resource_moderate,full_outer_loop,eval_success_rate,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
resource_moderate,ablation_fixed_global,selection_score,0.0,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,performance,selection_score,higher_is_better
resource_moderate,ablation_fixed_global,safety_capacity_index,0.8216001032127275,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,performance,safety_capacity_index,higher_is_better
resource_moderate,ablation_fixed_global,min_recovery_ratio,0.5891944567362467,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,recovery,min_recovery_ratio,higher_is_better
resource_moderate,ablation_fixed_global,critical_load_recovery_ratio,0.9010915524429746,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
resource_moderate,ablation_fixed_global,communication_recovery_ratio,,,1,1,aggregate_only_n1,aggregate proxy only,False,True,False,recovery,communication_recovery_ratio,unavailable
resource_moderate,ablation_fixed_global,power_recovery_ratio,,,1,1,aggregate_only_n1,aggregate proxy only,False,True,False,recovery,power_recovery_ratio,unavailable
resource_moderate,ablation_fixed_global,road_recovery_ratio,,,1,1,aggregate_only_n1,aggregate proxy only,False,True,False,recovery,road_recovery_ratio,unavailable
resource_moderate,ablation_fixed_global,constraint_violation_rate_eval,0.0,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
resource_moderate,ablation_fixed_global,invalid_action_rate_eval,0.0,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,safety,invalid_action_rate_eval,lower_is_better
resource_moderate,ablation_fixed_global,wait_hold_usage_eval,0.35,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,process,wait_hold_usage_eval,lower_is_better
resource_moderate,ablation_fixed_global,mean_progress_delta_eval,,,1,1,aggregate_only_n1,aggregate proxy only,False,True,False,process,mean_progress_delta_eval,unavailable
resource_moderate,ablation_fixed_global,eval_success_rate,0.0,0.0,1,1,aggregate_only_n1,aggregate proxy only,False,True,True,process,eval_success_rate,higher_is_better
standard_severe,baseline_rl,selection_score,0.31329513395400277,0.0447750425524591,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
standard_severe,baseline_rl,safety_capacity_index,0.7785239409738117,0.06673470811620077,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
standard_severe,baseline_rl,min_recovery_ratio,0.5867565506034428,0.045121988463924866,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
standard_severe,baseline_rl,critical_load_recovery_ratio,0.8495023283693526,0.04860557255903047,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_severe,baseline_rl,communication_recovery_ratio,0.6248774760299259,0.04251195334378001,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_severe,baseline_rl,power_recovery_ratio,0.8108289076222314,0.009357266976441885,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
standard_severe,baseline_rl,road_recovery_ratio,0.5867565506034428,0.045121988463924866,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
standard_severe,baseline_rl,constraint_violation_rate_eval,0.08055555555555556,0.11392275919116598,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_severe,baseline_rl,invalid_action_rate_eval,0.08055555555555556,0.11392275919116598,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_severe,baseline_rl,wait_hold_usage_eval,0.25555555555555554,0.010393492741038726,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
standard_severe,baseline_rl,mean_progress_delta_eval,0.004176434460613463,0.0006620234334772605,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
standard_severe,baseline_rl,eval_success_rate,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
standard_severe,single_shot_llm,selection_score,0.41903254133200174,0.05780613586609131,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
standard_severe,single_shot_llm,safety_capacity_index,0.8206705033779145,0.0018985734018629418,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
standard_severe,single_shot_llm,min_recovery_ratio,0.6191268596384261,0.0024729673332624215,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
standard_severe,single_shot_llm,critical_load_recovery_ratio,0.868503150012758,0.0061325108388124135,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_severe,single_shot_llm,communication_recovery_ratio,0.6637784143288931,0.009872772696457654,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_severe,single_shot_llm,power_recovery_ratio,0.801904946565628,0.012378471407693567,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
standard_severe,single_shot_llm,road_recovery_ratio,0.6191268596384261,0.0024729673332624215,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
standard_severe,single_shot_llm,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_severe,single_shot_llm,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_severe,single_shot_llm,wait_hold_usage_eval,0.26341325027765705,0.0036829400537113587,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
standard_severe,single_shot_llm,mean_progress_delta_eval,0.004752905947996212,0.00016851534968064392,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
standard_severe,single_shot_llm,eval_success_rate,0.16666666666666666,0.13608276348795434,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
standard_severe,full_outer_loop,selection_score,0.39016698536804845,0.06237317298656746,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
standard_severe,full_outer_loop,safety_capacity_index,0.82688091662195,0.00037175117026633074,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
standard_severe,full_outer_loop,min_recovery_ratio,0.6199559503131442,0.005473965519276408,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
standard_severe,full_outer_loop,critical_load_recovery_ratio,0.8854180971781412,0.006527686594495577,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_severe,full_outer_loop,communication_recovery_ratio,0.6563374135229323,0.005900904352255579,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_severe,full_outer_loop,power_recovery_ratio,0.8057303097512987,0.006018028434505643,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
standard_severe,full_outer_loop,road_recovery_ratio,0.6199559503131442,0.005473965519276408,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
standard_severe,full_outer_loop,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_severe,full_outer_loop,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_severe,full_outer_loop,wait_hold_usage_eval,0.2605413105413106,0.0031225513129320365,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
standard_severe,full_outer_loop,mean_progress_delta_eval,0.0047103320804981145,0.00013409839175767527,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
standard_severe,full_outer_loop,eval_success_rate,0.1111111111111111,0.15713484026367722,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
standard_severe,ablation_fixed_global,selection_score,0.43308277495057734,0.06173633581225963,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,selection_score,higher_is_better
standard_severe,ablation_fixed_global,safety_capacity_index,0.8249259122543865,0.002457837106590726,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,performance,safety_capacity_index,higher_is_better
standard_severe,ablation_fixed_global,min_recovery_ratio,0.622740861442354,0.0035272684471744013,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,min_recovery_ratio,higher_is_better
standard_severe,ablation_fixed_global,critical_load_recovery_ratio,0.8770474592844645,0.007883700867010318,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,critical_load_recovery_ratio,higher_is_better
standard_severe,ablation_fixed_global,communication_recovery_ratio,0.6593293878767226,0.0038230417942712934,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,communication_recovery_ratio,higher_is_better
standard_severe,ablation_fixed_global,power_recovery_ratio,0.8061490986082289,0.006576261308969803,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,power_recovery_ratio,higher_is_better
standard_severe,ablation_fixed_global,road_recovery_ratio,0.622740861442354,0.0035272684471744013,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,recovery,road_recovery_ratio,higher_is_better
standard_severe,ablation_fixed_global,constraint_violation_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,constraint_violation_rate_eval,lower_is_better
standard_severe,ablation_fixed_global,invalid_action_rate_eval,0.0,0.0,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,safety,invalid_action_rate_eval,lower_is_better
standard_severe,ablation_fixed_global,wait_hold_usage_eval,0.26274928774928774,0.0031225513129320365,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,wait_hold_usage_eval,lower_is_better
standard_severe,ablation_fixed_global,mean_progress_delta_eval,0.004798111901268945,0.0001355652263136274,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,mean_progress_delta_eval,higher_is_better
standard_severe,ablation_fixed_global,eval_success_rate,0.2222222222222222,0.15713484026367722,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,True,process,eval_success_rate,higher_is_better
